City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,pyapon,16.2833,95.6833,31.7,55,41,2.44,MM,1702011318
362,el calafate,-50.3408,-72.2768,13.29,64,64,0.56,AR,1702011318
363,conduaga,8.862,117.4893,28.42,77,100,2.09,PH,1702011319
364,kindia,10.0569,-12.8658,20.32,91,6,0.63,GN,1702011319
365,kyzyl-suu,42.3414,78.0056,4.25,43,69,0.18,KG,1702011319
366,nyurba,63.2842,118.3319,-43.32,100,96,1.58,RU,1702011320
367,kasongo-lunda,-6.4667,16.8167,21.25,100,100,0.29,CD,1702011320
368,amahai,-3.3333,128.9167,30.17,66,65,2.63,ID,1702011320
369,hami,42.8,93.45,2.96,37,99,2.99,CN,1702011320
370,gonda city,27.1333,81.9333,23.05,44,0,3.16,IN,1702011320
371,keflavik,64.0049,-22.5624,-0.76,64,0,4.12,IS,1702011320
372,anadyr,64.75,177.4833,-20.72,84,0,10.0,RU,1702011321
373,telsiai,55.9814,22.2472,-6.58,91,99,3.92,LT,1702011321
374,aquin,18.2833,-73.4,24.74,81,3,1.29,HT,1702011321
375,happy valley-goose bay,53.3168,-60.3315,-1.83,59,100,8.23,CA,1702011321
376,nema,57.5067,50.5011,-32.8,100,15,1.39,RU,1702011321
377,nogliki,51.8333,143.1667,-6.48,94,100,6.71,RU,1702011322
378,brejo,-3.6844,-42.7503,25.1,85,70,2.64,BR,1702011322
379,guanambi,-14.2233,-42.7814,22.8,62,26,4.4,BR,1702011322
380,olyokminsk,60.3736,120.4264,-30.69,89,100,2.02,RU,1702011322
381,novyy urgal,51.0736,132.5642,-15.89,79,100,2.02,RU,1702011322
382,luza,60.6308,47.2512,-24.36,94,29,1.29,RU,1702011323
383,saint croix,17.7397,-64.7388,24.98,79,75,2.06,VI,1702011323
384,cannonvale,-20.2833,148.7,27.66,61,42,8.72,AU,1702011323
385,fort st. john,56.2499,-120.8529,-5.06,74,75,3.09,CA,1702011104
386,suva,-18.1416,178.4415,25.71,89,75,2.57,FJ,1702011323
387,bereznik,62.8551,42.7072,-21.73,99,85,1.55,RU,1702011324
388,almazan,41.4865,-2.5309,6.55,85,97,8.22,ES,1702011324
389,banda aceh,5.5577,95.3222,29.8,69,92,4.14,ID,1702011324
390,forster,-32.1667,152.5167,29.65,71,23,8.15,AU,1702011324
391,funafuti,-8.5243,179.1942,30.0,84,40,0.51,TV,1702011324
392,mccook,40.2019,-100.6257,11.03,34,0,6.69,US,1702011324
393,pizarro,4.9533,-77.366,24.83,92,87,1.87,CO,1702011325
394,turkmenbasy,40.0222,52.9552,2.43,80,0,4.12,TM,1702011325
395,avarua,-21.2078,-159.775,25.03,73,100,4.63,CK,1702011325
396,mount pleasant,32.7941,-79.8626,11.1,91,0,1.34,US,1702011088
397,kutum,14.2,24.6667,15.59,19,99,1.99,SD,1702011326
398,yaren,-0.5472,166.916,26.37,86,100,4.49,NR,1702011326
399,amos,48.5669,-78.1162,-5.02,96,100,1.49,CA,1702011326
400,nacala,-14.5428,40.6728,26.62,78,20,3.6,MZ,1702011327
401,weno,7.4515,151.8468,29.97,74,100,5.14,FM,1702011327
402,as sulayyil,20.4607,45.5779,13.14,30,8,2.56,SA,1702011327
403,benguela,-12.5763,13.4055,25.23,91,100,0.98,AO,1702011327
404,cudillero,43.5622,-6.1459,12.03,75,75,4.12,ES,1702011327
405,wanning,18.8003,110.3967,24.69,64,22,2.79,CN,1702011327
406,pyhajarvi,67.0701,27.2176,-11.11,93,100,4.02,FI,1702011328
407,el alto,-4.2714,-81.2147,20.34,82,92,4.27,PE,1702011328
408,pitiquito,30.7,-112.0833,16.92,34,1,0.92,MX,1702011328
409,ocean shores,46.9737,-124.1563,8.86,85,75,1.54,US,1702011167
410,hithadhoo,-0.6,73.0833,27.95,76,91,3.74,MV,1702011329
411,njombe,-9.3333,34.7667,16.75,90,72,2.58,TZ,1702011329
412,ponta delgada,37.7333,-25.6667,19.4,100,75,7.72,PT,1702011329
413,novodvinsk,64.4165,40.8122,-20.7,99,87,1.77,RU,1702011329
414,afua,-0.1567,-50.3867,24.81,94,100,2.15,BR,1702011329
415,sudogda,55.9539,40.8629,-20.74,98,30,2.05,RU,1702011329
416,luderitz,-26.6481,15.1594,17.11,64,0,5.67,NA,1702011329
417,hosakote,14.2769,77.1699,25.88,68,61,3.51,IN,1702011330
418,long beach,33.767,-118.1892,17.38,51,0,2.06,US,1702011330
419,baardheere,2.3446,42.2764,26.51,68,0,4.32,SO,1702011330
420,robore,-18.3333,-59.75,22.42,91,54,1.24,BO,1702011330
421,bam,29.106,58.357,17.49,14,0,0.79,IR,1702011330
422,zabaykal'sk,49.6333,117.3167,-18.7,86,69,8.56,RU,1702011331
423,beckley,37.7782,-81.1882,4.23,54,0,3.6,US,1702011331
424,lucapa,-8.4192,20.7447,19.28,98,91,0.77,AO,1702011332
425,mount isa,-20.7333,139.5,38.87,16,1,6.69,AU,1702011332
426,illapel,-31.6308,-71.1653,18.16,64,7,1.01,CL,1702011332
427,rajapur,25.3833,81.15,22.77,59,0,1.16,IN,1702011332
428,zouerate,22.7187,-12.4521,17.0,47,100,3.25,MR,1702011332
429,dauphin,51.1494,-100.0502,1.08,100,100,4.12,CA,1702011333
430,veliki preslav,43.1667,26.8167,1.25,95,100,3.91,BG,1702011333
431,tarko-sale,64.9225,77.785,-27.14,97,87,5.42,RU,1702011333
432,piti village,13.4626,144.6933,31.49,71,20,7.2,GU,1702011333
433,ambovombe,-25.1667,46.0833,25.61,68,37,5.0,MG,1702011333
434,victor rosales,22.95,-102.7,10.77,87,20,4.1,MX,1702011333
435,eureka,40.8021,-124.1637,8.29,95,13,0.89,US,1702011334
436,carlsbad,33.1581,-117.3506,16.11,89,40,2.06,US,1702011219
437,mirny,62.5353,113.9611,-38.76,65,99,3.13,RU,1702011334
438,vetluzhskiy,58.3902,45.4654,-21.65,98,73,1.34,RU,1702011334
439,nishinoomote,30.7333,131.0,18.31,59,20,2.57,JP,1702011334
440,san blas,21.5167,-105.2667,22.9,80,0,1.18,MX,1702011335
441,obo,5.3998,26.4869,20.85,61,23,0.36,CF,1702011335
442,bechar,31.6167,-2.2167,13.18,41,0,1.03,DZ,1702011335
443,ballina,-28.8667,153.5667,29.32,67,0,5.06,AU,1702011335
444,santana,-0.0583,-51.1817,27.1,89,20,2.06,BR,1702011100
445,island harbour,50.724,-1.2758,9.43,95,66,5.98,GB,1702011335
446,fauske,67.2588,15.3918,-3.98,80,95,4.73,NO,1702011336
447,el naranjo,21.4667,-98.6,18.15,94,74,1.09,MX,1702011336
448,palikir - national government center,6.9248,158.1611,28.41,74,75,1.54,FM,1702011336
449,okhotsk,59.3833,143.3,-2.12,95,100,19.76,RU,1702011336
450,howard springs,-12.497,131.047,34.99,64,53,3.15,AU,1702011336
451,puerto santa,-8.9906,-78.6456,19.11,91,29,3.77,PE,1702011336
452,mandalgovi,45.7625,106.2708,-9.69,31,3,7.01,MN,1702011337
453,ikom,5.9667,8.7063,22.7,89,97,0.15,NG,1702011337
454,beipiao,41.7919,120.7792,9.69,29,100,1.71,CN,1702011337
455,new norfolk,-42.7826,147.0587,18.72,57,92,2.15,AU,1702011337
456,enewetak,11.3474,162.3373,27.75,79,78,9.01,MH,1702011337
457,menongue,-14.6585,17.691,18.7,90,97,0.74,AO,1702011338
458,arcachon,44.5875,-1.0519,12.03,82,0,4.12,FR,1702011338
459,dudinka,69.4058,86.1778,-35.18,99,7,1.79,RU,1702011338
460,twon-brass,4.3151,6.2418,27.18,79,95,4.54,NG,1702011338
461,nogent-sur-seine,48.4167,3.75,6.59,98,100,4.31,FR,1702011338
462,zaozersk,69.4005,32.4476,-14.5,92,96,4.17,RU,1702011338
463,la cruz,23.9167,-106.9,20.54,66,0,1.91,MX,1702011339
464,hurricane,37.1753,-113.2899,9.22,52,53,0.89,US,1702011056
465,upington,-28.4478,21.2561,19.21,34,0,3.09,ZA,1702011339
466,san pedro pochutla,15.7333,-96.4667,23.89,69,27,1.62,MX,1702011339
467,san luis,-33.295,-66.3356,20.31,42,0,6.42,AR,1702011339
468,trinidad,-14.8333,-64.9,25.27,79,70,0.6,BO,1702011339
469,fortaleza,-3.7227,-38.5247,29.48,72,40,6.17,BR,1702011339
470,aroma,15.8167,36.1333,24.0,61,5,2.05,SD,1702011340
471,tondano,1.3038,124.9112,28.05,79,60,0.94,ID,1702011340
472,miyaly,48.8844,53.7836,-8.62,82,92,4.92,KZ,1702011340
473,timbuktu,16.7735,-3.0074,21.04,15,3,4.54,ML,1702011340
474,malango,-2.9627,119.9001,28.54,60,97,1.1,ID,1702011340
475,shahrak,34.1074,64.3052,4.3,20,8,0.51,AF,1702011341
476,chibougamau,49.9168,-74.3659,-25.21,77,20,2.06,CA,1702011341
477,nar'yan-mar,67.6713,53.087,-16.05,96,100,3.58,RU,1702011341
478,papao,-17.75,-149.55,25.82,81,100,8.32,PF,1702011341
479,khenifra,32.9333,-5.6667,12.24,60,44,2.35,MA,1702011341
480,isabela,6.7085,121.9711,30.03,69,43,3.12,PH,1702011341
481,bozoum,6.3193,16.3799,21.47,73,89,1.29,CF,1702011342
482,douentza,14.9951,-2.9517,20.97,16,35,1.53,ML,1702011342
483,bloemfontein,-29.1211,26.214,14.71,88,0,1.54,ZA,1702011320
484,dickinson,29.4608,-95.0513,18.96,87,75,4.63,US,1702011342
485,shitanjing,39.2342,106.3439,5.71,31,3,4.43,CN,1702011342
486,crozon,48.2464,-4.4899,11.06,87,75,5.14,FR,1702011342
487,woodside,37.4299,-122.2539,11.12,87,0,4.12,US,1702011208
488,houghton,47.1219,-88.569,4.71,90,100,4.63,US,1702011343
489,severo-yeniseyskiy,60.3725,93.0408,-28.56,95,99,1.07,RU,1702011343
490,opuwo,-18.0607,13.84,22.98,43,75,0.44,NA,1702011343
491,kavaratti,10.5669,72.642,28.36,67,100,4.15,IN,1702011343
492,santa ana de yacuma,-13.75,-65.4333,26.01,75,31,1.16,BO,1702011344
493,miri,4.4148,114.0089,31.08,66,40,3.09,MY,1702011344
494,arafat,21.3594,39.9664,25.34,50,3,0.91,SA,1702011344
495,walvis bay,-22.9575,14.5053,15.61,88,100,3.09,NA,1702011345
496,bei'an,24.5399,109.533,23.33,34,10,4.39,CN,1702011345
497,namangan,40.9983,71.6726,4.25,93,100,2.06,UZ,1702011345
498,wajir,1.7471,40.0573,26.25,65,0,5.34,KE,1702011345
499,turbat,26.0023,63.044,22.06,30,0,0.2,PK,1702011345
500,gebeit,21.0667,36.3167,19.82,85,4,2.37,SD,1702011345
501,cliza,-17.6,-65.9333,18.94,72,99,1.23,BO,1702011346
502,luanda,-8.8368,13.2343,26.0,85,40,0.51,AO,1702011318
503,champerico,14.3,-91.9167,25.74,76,12,2.05,GT,1702011346
504,flying fish cove,-10.4217,105.6791,27.82,78,100,5.14,CX,1702011346
505,fale old settlement,-9.3852,-171.2468,27.22,84,100,7.98,TK,1702011346
506,bardai,11.65,7.2333,18.13,23,70,3.8,NG,1702011346
507,ujae,8.9322,165.7642,27.71,82,46,9.24,MH,1702011346
508,mhamid,29.82,-5.72,15.54,41,100,0.81,MA,1702011347
509,tamandare,-8.7597,-35.1047,24.83,83,88,3.15,BR,1702011200
510,pucallpa,-8.3791,-74.5539,26.02,83,40,1.54,PE,1702011347
511,sungai raya,0.7,108.9,29.69,70,98,1.79,ID,1702011347
512,basavana bagevadi,16.5833,75.9667,24.76,58,78,3.71,IN,1702011348
513,urzhar,47.093,81.6294,-5.57,54,100,1.44,KZ,1702011348
514,leon,21.1167,-101.6667,13.03,78,58,0.96,MX,1702011207
515,bamboo flat,11.7,92.7167,30.05,70,40,3.09,IN,1702011348
516,nchelenge,-9.3451,28.734,20.77,91,64,1.52,ZM,1702011348
517,lucea,18.451,-78.1736,26.92,75,57,8.38,JM,1702011349
518,fasa,28.9383,53.6482,4.58,52,0,0.0,IR,1702011349
519,itapuranga,-15.5622,-49.9486,23.13,46,6,1.78,BR,1702011228
520,nikolayevsk-on-amure,53.1406,140.73,-7.6,85,100,1.83,RU,1702011349
521,kati,12.7441,-8.0726,18.67,23,0,1.57,ML,1702011349
522,cuyo,10.8525,121.0086,27.44,70,20,1.38,PH,1702011350
523,dawesville,30.9224,-84.0091,8.53,86,0,0.0,US,1702011350
524,moree,-29.4667,149.85,37.77,20,29,3.16,AU,1702011350
525,semirara,12.0697,121.3986,27.94,74,67,8.5,PH,1702011350
526,mar del plata,-38.0023,-57.5575,13.38,82,0,3.13,AR,1702011242
527,san jose,37.3394,-121.895,10.95,85,0,7.6,US,1702011349
528,dame-marie,18.5667,-74.4167,25.83,80,52,5.78,HT,1702011350
529,boyolangu,-8.1181,111.8935,30.2,67,78,4.05,ID,1702011351
530,portland,45.5234,-122.6762,7.57,91,98,2.68,US,1702011167
531,lorengau,-2.0226,147.2712,26.83,86,100,5.36,PG,1702011351
532,zaxo,37.1482,42.7001,13.94,64,92,1.6,IQ,1702011351
533,quellon,-43.1167,-73.6167,8.17,92,3,2.54,CL,1702011351
534,north platte,41.1239,-100.7654,10.94,33,0,13.41,US,1702011351
535,kita,13.0349,-9.4895,21.13,21,3,1.37,ML,1702011352
536,la gi,10.6667,107.7833,28.23,67,100,2.78,VN,1702011352
537,cidreira,-30.1811,-50.2056,19.26,79,95,5.52,BR,1702011072
538,kavieng,-2.5744,150.7967,27.85,79,100,3.26,PG,1702011352
539,fedorovka,53.6314,62.7078,-26.21,90,6,1.9,KZ,1702011352
540,trondheim,63.4305,10.3951,-4.95,90,5,3.54,NO,1702011352
541,filadelfia,39.9523,-75.1638,4.94,85,100,0.0,US,1702011117
542,polonnaruwa,7.9333,81.0,28.93,77,67,1.01,LK,1702011353
543,montbard,47.5833,4.5,5.58,95,100,5.13,FR,1702011353
544,vuktyl,63.8567,57.3094,-24.97,99,99,1.23,RU,1702011353
545,ruidoso,33.3317,-105.673,11.03,23,0,2.57,US,1702011353
546,bosobolo,4.1833,19.9,21.23,97,100,1.13,CD,1702011353
547,batticaloa,7.7102,81.6924,28.54,74,47,2.1,LK,1702011353
548,coahuayana de hidalgo,18.7,-103.6583,23.49,85,12,1.85,MX,1702011353
549,arauquita,7.0292,-71.4281,24.64,72,69,1.16,CO,1702011354
550,northam,51.0333,-4.2167,12.59,91,28,9.03,GB,1702011354
551,pader palwo,2.8006,33.135,24.05,55,27,0.87,UG,1702011354
552,karratha,-20.7377,116.8463,38.94,22,7,6.54,AU,1702011354
553,tsiombe,-25.3,45.4833,26.95,61,61,5.39,MG,1702011354
554,cockburn town,21.4612,-71.1419,24.88,71,100,7.81,TC,1702011075
555,roslavl',53.9528,32.8639,-9.73,92,100,4.57,RU,1702011354
556,igarka,67.4667,86.5833,-31.99,93,43,3.6,RU,1702011355
557,wongsorejo,-7.9908,114.4009,31.3,65,98,1.1,ID,1702011355
558,dwarka,22.2394,68.9678,24.5,43,0,4.82,IN,1702011355
559,le port,-20.9373,55.2919,29.38,86,82,0.86,RE,1702011355
560,kuanda,56.3161,116.0806,-26.69,88,100,2.04,RU,1702011355
